,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,doa,label,id
20170721T110621_20170721T110758_T30TVT,7209.9338413159185,566.2502418964683,6060.884736332849,4812.181906144169,7030.405539429125,6604.408925979681,7006.991291727143,7120.631954523464,7369.547411707788,7620.578979196904,7440.342767295601,7740.209482341558,4619.638122883406,0.0,0.0,1024.0,2017-07-21,PPH,2913870
20170721T110621_20170721T110758_T30UVU,7209.5504354136465,566.2502418964683,6060.730527334301,4812.2206095791,7030.513425253991,6604.429245283019,7007.032776971458,7120.754475084664,7369.422714078376,7620.537010159652,7440.535558780844,7740.195936139334,4620.284712143203,0.0,0.0,1024.0,2017-07-21,PPH,2913870
20170724T112121_20170724T112433_T30TVT,2233.2613691340102,11.38534107402032,2053.926826318336,1438.7062167392353,2054.5289066279634,1824.6738026124817,1713.0966376390902,1828.5593855829702,2496.220488630866,2879.571359458151,2746.552612481858,3049.9759313014033,783.895258829221,0.0,0.0,877.7319787131108,2017-07-24,PPH,2913870
20170724T112121_20170724T112433_T30UVU,2233.2838655055643,11.38534107402032,2053.9817368166428,1438.7341557813252,2054.473149492017,1824.5499516207065,1713.0939767779387,1828.4830672472183,2496.393444605709,2879.393444605708,2746.4977019835505,3050.3332123850982,785.2699564586356,0.0,0.0,877.7319787131108,2017-07-24,PPH,2913870
20170726T110619_20170726T111744_T30TVT,6915.357764876634,32.29148524431543,4598.652636671504,2712.7922109337214,6715.392114175133,6291.373971940011,6543.796565070149,6254.272375423318,6524.246976294147,7039.458756652154,6464.586357039189,7214.151306240932,1650.374455732946,0.0,0.0,1024.0,2017-07-26,PPH,2913870
20170726T110619_20170726T111744_T30UVU,6915.571601354621,32.29148524431543,4598.63618771166,2712.805152394776,6715.4609337203665,6291.292089985486,6543.807208514754,6254.279027576197,6524.263304305759,7039.506531204645,6464.576681180455,7214.149250120949,1650.72206095791,0.0,0.0,1024.0,2017-07-26,PPH,2913870
20170729T112119_20170729T112341_T30TVT,5585.279027576196,14.77092404450895,4713.264513788098,3255.7954765360428,5284.025157232704,5039.877963231738,5334.305152394777,5146.987542331882,5608.913159167879,6214.341194968552,5589.066158684083,6438.759917755201,1024.6476777939044,0.0,0.0,1024.0,2017-07-29,PPH,2913870
20170729T112119_20170729T112341_T30UVU,5584.784954039673,14.77092404450895,4713.341557813255,3255.757014997581,5283.928640541849,5040.07970488631,5334.017053701016,5146.703918722787,5608.770803096278,6214.376269956458,5588.893565553943,6438.669085631351,1024.4873004354138,0.0,0.0,1024.0,2017-07-29,PPH,2913870
20170731T110651_20170731T111220_T30TVT,1625.2069424286408,206.41811804547655,1534.3398645379773,904.9922593130141,1306.1246976294144,1114.6185292694722,923.7052491533623,1134.8572810836963,2054.5570875665217,2475.3928398645376,2411.7993468795353,2690.4019109820997,870.9050556361881,0.0,0.0,2048.0,2017-07-31,PPH,2913870
20170731T110651_20170731T111220_T30UVU,1624.9413401064346,206.41811804547655,1534.0971214320266,905.0781325592644,1306.0899854862114,1114.5462022254471,923.6878326076437,1134.9685534591194,2054.8333333333335,2474.973633284954,2411.4922593130136,2690.5395500725685,872.0660377358495,0.0,0.0,2048.0,2017-07-31,PPH,2913870
20170803T112121_20170803T112115_T30TVT,3576.3236574746015,104.6060716013546,3016.5501935171746,2410.893807450411,3227.28289791969,2989.3275278180936,3010.652515723271,3158.091315916788,3854.9671020803094,4306.175616835994,3986.0209240445092,4512.973391388484,1739.5117319787137,0.0,0.0,1024.0,2017-08-03,PPH,2913870
20170803T112121_20170803T112115_T30UVU,3576.720609579101,104.6060716013546,3016.5001209482343,2410.8437348814705,3227.262941461054,2989.3284954039664,3010.7035558780844,3158.1987179487182,3854.978592162554,4306.228108369617,3986.065553942912,4512.9609337203665,1739.8466376390902,0.0,0.0,1024.0,2017-08-03,PPH,2913870
20170805T110649_20170805T111706_T30TVT,1408.8528059990329,16.975326560232226,1321.2074262215774,733.3805031446542,1040.5165699080794,850.7828979196903,666.2750362844703,849.137518142235,1674.0598693759068,2066.6664247701983,1990.3413159167876,2251.902152878569,660.0599903241414,0.0,0.0,0.0,2017-08-05,PPH,2913870
20170805T110649_20170805T111706_T30UVU,1408.7842283502666,16.975326560232226,1320.9536768263183,733.284107402032,1040.4645621673924,850.7916061925496,666.1869859700049,849.2801161103047,1673.7760038703436,2067.022254475084,1990.4169085631352,2252.0876874697638,660.0605950653121,0.0,0.0,0.0,2017-08-05,PPH,2913870
20170808T112109_20170808T112510_T30TVT,4873.737663280117,109.96504596032898,4273.002177068213,3105.546565070151,4881.081519109821,4601.984881470729,4816.633405902272,4943.368892114177,5416.262457668117,5769.524673439768,5640.996855345912,5954.792573778423,2753.9940735365262,0.0,0.0,1024.0,2017-08-08,PPH,2913870
20170808T112109_20170808T112510_T30UVU,4871.936139332366,109.96504596032898,4272.910861151427,3105.5778906627966,4881.03725205612,4602.105829704885,4816.775399129171,4943.198113207547,5416.284591194968,5769.420174165458,5641.095186260283,5954.692912433479,2754.301282051282,0.0,0.0,1024.0,2017-08-08,PPH,2913870
20170813T112121_20170813T112433_T30TVT,1621.9205370101597,15.00120948234156,2578.6100628930817,1578.960328979197,1431.486211901306,1337.0210449927433,1237.493226898887,1564.1271165940984,2791.0898645379775,3418.8352685050804,3395.1165940977253,3788.4125544267054,1251.8789308176104,0.0,0.0,0.0,2017-08-13,PPH,2913870
20170813T112121_20170813T112433_T30UVU,1621.1982341557812,15.00120948234156,2578.730648282535,1579.3976777939044,1431.4576681180454,1336.9968553459125,1237.4575471698113,1564.2737058538949,2791.083575229802,3418.441944847605,3395.1584421867433,3788.3703434929857,1251.9778664731498,0.0,0.0,0.0,2017-08-13,PPH,2913870
20170815T110619_20170815T110935_T30TVT,1413.4519835510398,14.831761006289305,2447.050677310112,1258.8522012578615,1114.0493468795355,987.0448717948716,848.9773826802128,1171.4801644895983,2429.0240686985967,3076.987300435413,3065.2605224963722,3565.834784712143,817.9290033865503,0.0,0.0,0.0,2017-08-15,PPH,2913870
20170815T110619_20170815T110935_T30UVU,1412.8749395258826,14.831761006289305,2446.2905176584427,1258.5295113691338,1114.1733188195453,986.7544750846636,848.5811562651185,1171.1998064828254,2428.4360183841322,3077.305999032415,3065.002177068216,3565.61961780358,818.2743105950652,0.0,0.0,0.0,2017-08-15,PPH,2913870
20170818T112109_20170818T112110_T30TVT,1268.723270440252,14.14876632801161,1771.5341074020323,1012.9808901790034,1012.5269714562168,889.9072327044025,777.5429366231255,1013.2179487179487,1865.1399371069176,2322.5798258345435,2322.474479922593,2623.09603289792,689.8986453797775,0.0,0.0,0.0,2017-08-18,PPH,2913870
20170818T112109_20170818T112110_T30UVU,1268.493468795356,14.14876632801161,1772.0284228350265,1013.1243347847121,1012.6664247701982,890.0252781809386,777.7727382680215,1013.2256894049349,1864.8287373004348,2321.9683115626526,2322.335510401548,2623.1799709724237,690.6347363328497,0.0,0.0,0.0,2017-08-18,PPH,2913870
20170820T110651_20170820T111220_T30TVT,3091.936623125302,67.22000483792937,2963.744315432994,2078.6005079825836,2808.284833091438,2635.8186985970005,2622.1406627963242,2751.7262941461067,3471.4629898403477,3901.437832607644,3660.565312046444,4144.78580067731,1074.3426463473631,0.0,0.0,1024.0,2017-08-20,PPH,2913870
20170820T110651_20170820T111220_T30UVU,3092.904329946783,67.22000483792937,2963.660861151427,2078.566279632317,2808.445210449928,2635.8736090953075,2622.1629172714083,2751.6370343492995,3471.3820754716976,3901.384252539913,3660.593372036768,4144.692428640542,1074.500967585873,0.0,0.0,1024.0,2017-08-20,PPH,2913870
20170823T112111_20170823T112114_T30TVT,1704.835873246251,205.442549588776,1782.8558297048858,1079.8830430575715,1441.4793178519594,1259.9845186260277,1141.514634736333,1329.420053217223,2043.19557329463,2419.0858732462507,2401.8341799709724,2644.1675133043054,838.8925979680696,0.0,0.0,2048.0,2017-08-23,PPH,2913870
20170823T112111_20170823T112114_T30UVU,1704.7149250120951,205.442549588776,1783.156507014997,1080.033381712627,1441.365384615385,1259.9495645863567,1141.555999032414,1329.5930091920657,2043.20137880987,2419.164610546686,2401.7824141267542,2644.5133043057567,839.5368892114176,0.0,0.0,2048.0,2017-08-23,PPH,2913870
20170825T110649_20170825T111247_T30TVT,1495.1231253023705,65.9297290759555,2382.2116594097733,1268.1249395258833,1239.6546927914853,1080.6698113207542,947.2312530237059,1167.212022254475,2124.158442186744,2667.0355587808426,2624.746371552975,3073.6998064828254,610.6868650217708,0.0,0.0,0.0,2017-08-25,PPH,2913870
20170825T110649_20170825T111247_T30UVU,1495.1231253023705,65.9297290759555,2382.518988872763,1267.646468311563,1239.6074020319306,1080.675012094823,947.038824383164,1166.9760522496372,2124.1052249637155,2666.6817851959368,2624.4275520077413,3073.5942186744082,610.7017416545721,0.0,0.0,0.0,2017-08-25,PPH,2913870
20170830T110621_20170830T110910_T30TVT,8485.925133043058,1195.1161103047896,1582.2140783744558,1771.8397435897436,8308.356192549589,7821.598451862604,8195.59954039671,8294.604378326077,8389.295718432511,8513.358248669569,8282.54221093372,8490.528059990325,5630.526366715048,0.0,0.0,1024.0,2017-08-30,PPH,2913870
20170830T110621_20170830T110910_T30UVU,8485.925133043058,1195.1161103047896,1582.1875907111757,1771.8397435897436,8308.250846637638,7821.6225205612,8195.601596516692,8294.608732462506,8389.201620706337,8513.372157716496,8282.493952588291,8490.486211901309,5630.526366715048,0.0,0.0,1024.0,2017-08-30,PPH,2913870
20170902T112111_20170902T112431_T30TVT,1815.6782776971454,459.9194484760522,2022.1596516690854,1346.7916061925498,1555.838292210934,1382.6462264150946,1325.062651185293,1560.4685534591197,2320.448113207547,2716.7715287856813,2704.7096032897916,3009.1115142718913,1325.166303821964,0.0,0.0,2048.0,2017-09-02,PPH,2913870
20170902T112111_20170902T112431_T30UVU,1815.5160861151426,459.9194484760522,2022.327164973391,1346.8391388485732,1555.7809627479442,1382.74068698597,1325.1392114175135,1560.4251330430573,2320.3468795355584,2716.6649733913896,2704.6373971940006,3009.0263667150457,1324.4437590711177,0.0,0.0,2048.0,2017-09-02,PPH,2913870
20170907T112109_20170907T112106_T30TVT,6369.136066763424,434.5152394775036,3817.8355104015477,2697.210087082729,6270.369496855346,5950.935050798257,6309.435413642963,6242.9412191582005,6437.941340106433,6759.374455732946,6402.101112723753,6918.05696661829,2588.868408321238,0.0,0.0,1024.0,2017-09-07,PPH,2913870
20170907T112109_20170907T112106_T30UVU,6369.300798258345,434.5152394775036,3817.798016448959,2697.238026124819,6270.430938558298,5950.936381228835,6309.357885824869,6242.825229801644,6438.022375423318,6759.306240928882,6402.071238509916,6918.191461054671,2588.868408321238,0.0,0.0,1024.0,2017-09-07,PPH,2913870
20170909T110651_20170909T111217_T30TVT,6270.945573294632,94.17501209482339,3354.23923560716,2265.632801161102,5876.976294146106,5442.709724238028,5714.077527818095,5811.611514271892,5942.037977745526,6093.760764392839,5800.125544267052,6123.718916303822,3281.222423802613,0.0,0.0,1024.0,2017-09-09,PPH,2913870
20170909T110651_20170909T111217_T30UVU,6271.106434446057,94.1095791001451,3354.4096516690865,2265.3780841799708,5876.880382196419,5442.4864537977755,5713.85679729076,5811.697145621675,5942.285437832609,6093.364054184809,5800.033744557329,6123.18650217707,3280.86816642477,0.0,0.0,1024.0,2017-09-09,PPH,2913870
20170912T112111_20170912T112111_T30TVT,2156.061925495888,411.9652878567972,1900.0149975810355,1277.4858490566037,1864.8401064344462,1663.2779390420906,1557.842283502661,1794.6490082244793,2556.2739477503633,2918.4219883889705,2841.438558297049,3166.4326318335757,1332.9764150943395,0.0,0.0,2048.0,2017-09-12,PPH,2913870
20170912T112111_20170912T112111_T30UVU,2155.87893081761,412.12747943880015,1900.007740686986,1277.4521044992744,1864.8257135945814,1663.175858732463,1557.8595791001453,1794.711659409772,2556.2340348330913,2918.4322689888736,2841.486816642477,3166.3956216739234,1332.9764150943395,0.0,0.0,2048.0,2017-09-12,PPH,2913870
20170914T110639_20170914T111307_T30TVT,1406.3404692791485,15.79100145137881,911.4881470730528,448.9796806966618,1046.9646831156267,782.0016932752783,583.9684325108855,700.523222060958,1185.3120464441222,1420.6255442670533,1345.4523463957426,1553.991291727141,425.6617077890663,0.0,0.0,0.0,2017-09-14,PPH,2913870
20170914T110639_20170914T111307_T30UVU,1406.6220367682633,15.79100145137881,911.3665940977263,449.03688921141736,1046.8860667634253,782.1371552975328,583.8807450411224,700.5107643928397,1185.2232704402516,1420.5991775520076,1345.6941219158198,1554.0361635220127,424.84591194968544,0.0,0.0,0.0,2017-09-14,PPH,2913870
20170917T112059_20170917T112616_T30TVT,8523.517053701014,56.504354136429605,5535.128930817611,3559.890783744557,8663.80152394775,8359.270440251572,9111.991533623612,9226.253870343491,9417.243468795356,9694.769230769229,9449.600387034352,9888.582002902758,4360.362481857765,0.0,0.0,1024.0,2017-09-17,PPH,2913870
20170917T112059_20170917T112616_T30UVU,8523.22762457668,56.38388969521045,5534.68069666183,3559.4080793420417,8663.795718432513,8359.099056603773,9111.779148524434,9225.979559748426,9416.825229801643,9694.62312530237,9449.559506531206,9888.038582486697,4359.905176584422,0.0,0.0,1024.0,2017-09-17,PPH,2913870
20170919T110721_20170919T110917_T30TVT,1795.7793904208997,120.95670053217225,2027.3142235123369,1166.1410256410254,1445.8324866956943,1248.6047411707793,1058.3168843734882,1329.54366231253,2278.683841315916,2703.592525399128,2591.934446057088,3018.2025882922107,750.6239719400097,0.0,0.0,2048.0,2017-09-19,PPH,2913870
20170919T110721_20170919T110917_T30UVU,1795.9977019835512,120.95670053217225,2027.6920657958399,1165.6123609095307,1445.789429124335,1248.4637155297532,1058.6092162554428,1329.2354862119012,2278.3089017900334,2703.4182389937114,2591.8515965166916,3017.9453313981608,750.6827527818095,0.0,0.0,2048.0,2017-09-19,PPH,2913870
20170922T112111_20170922T112655_T30TVT,1503.393565553943,98.6751330430576,1997.4841557813265,1248.587566521529,1232.1549346879535,1080.3928398645378,936.2995887760038,1245.7970488630872,2231.235607160136,2685.234760522497,2647.649733913885,2975.311804547653,946.2275036284469,0.0,0.0,0.0,2017-09-22,PPH,2913870
20170922T112111_20170922T112655_T30UVU,1503.119980648283,98.6751330430576,1997.8311562651195,1248.6438074504113,1232.1274794388003,1080.196661828737,936.3560716013546,1245.8708272859221,2231.237542331882,2685.1064344460583,2647.5260038703436,2975.0813981615865,946.4798016448959,0.0,0.0,0.0,2017-09-22,PPH,2913870
20170924T110749_20170924T111106_T30TVT,8421.52128688921,454.3659893565554,2856.606071601355,1770.4396468311566,8217.348451862603,7672.597363328497,8083.921383647797,7809.873004354137,7989.618529269474,8474.701015965164,7831.101717464926,8593.938074504113,2842.6728350266085,0.0,0.0,1024.0,2017-09-24,PPH,2913870
20170924T110749_20170924T111106_T30UVU,8421.74213836478,454.3659893565554,2856.616594097726,1770.4396468311566,8217.37687469763,7672.524552491534,8083.92464925012,7809.871069182391,7989.578132559266,8474.646589259793,7831.216860183842,8593.933357522981,2842.6675133043054,0.0,0.0,1024.0,2017-09-24,PPH,2913870
20170927T112059_20170927T112058_T30TVT,5448.703434929852,421.19388001935175,2966.948959845187,1886.4880261248188,5191.051886792452,4867.298016448961,5083.5111272375425,4935.003628447024,5225.228592162554,5636.383526850509,5144.010280599905,5803.302854378327,1575.9858490566037,0.0,0.0,1024.0,2017-09-27,PPH,2913870
20170927T112059_20170927T112058_T30UVU,5448.717948717951,421.1904934687954,2966.9876632801165,1886.4620222544754,5191.062530237057,4867.317247218192,5083.55152394775,4935.047532656022,5225.243468795357,5636.529995162072,5143.979075955492,5803.302854378327,1575.787373004354,0.0,0.0,1024.0,2017-09-27,PPH,2913870
20170929T110841_20170929T111602_T30TVT,5573.107039187228,1654.4788340590233,2475.646589259797,2418.5570875665207,5343.507135945814,4946.237421383647,5108.222544750846,5187.884857281085,5421.609458151912,5619.9358974359,5445.834542815674,5686.649250120947,3615.9198113207553,0.0,0.0,1024.0,2017-09-29,PPH,2913870
20170929T110841_20170929T111602_T30UVU,5573.8490566037735,1654.4788340590233,2475.677431059507,2418.5570875665207,5343.547653604257,4946.268263183357,5108.230769230769,5187.8646589259815,5421.629535558782,5619.847847121435,5445.760764392838,5686.5722060957905,3615.9075955491053,0.0,0.0,1024.0,2017-09-29,PPH,2913870
20171002T112111_20171002T112230_T30TVT,3495.9992743105945,180.88243831640057,2822.07595549105,2191.556482825351,3329.359458151911,3005.7891872278665,2980.6823899371066,2931.963715529754,3290.0937348814728,3572.405902273826,3316.1323173681662,3717.5360425737786,1026.653725205612,0.0,0.0,1024.0,2017-10-02,PPH,2913870
20171002T112111_20171002T112230_T30UVU,3496.5507982583454,180.88243831640057,2822.0899854862128,2191.4917755200777,3329.411465892598,3005.7772133526855,2980.6702951136913,2932.0283018867935,3290.062409288826,3572.328979196903,3316.113570391872,3717.407837445573,1026.7500000000002,0.0,0.0,1024.0,2017-10-02,PPH,2913870
20171004T110859_20171004T110858_T30TVT,,,,,,,,,,,,,,0.0,0.0,0.0,2017-10-04,PPH,2913870
20171004T110859_20171004T110858_T30UVU,1317.2060957910014,16.031688437348812,1689.4790759554912,799.1468311562649,973.8382922109338,833.5315674891148,549.0575713594583,909.1848089017905,2167.851354620223,2656.0223754233193,2676.5377358490578,2999.7916061925503,989.9651669085631,0.0,0.0,0.0,2017-10-04,PPH,2913870
20171007T112059_20171007T112058_T30TVT,1494.6292936623129,11.759071117561689,2187.6226415094343,1327.4406144170296,1315.9569424286408,1202.8831640058054,988.1477987421383,1327.5120948234157,2492.7544750846637,3011.825955491051,2998.262578616352,3359.1003870343498,726.2157716497338,0.0,0.0,0.0,2017-10-07,PPH,2913870
20171007T112059_20171007T112058_T30UVU,1494.261973875182,11.759071117561689,2187.082970488632,1327.024794388002,1315.7520561199808,1202.7791485244313,987.9882680212869,1327.3051523947752,2492.51221577165,3012.248306724722,2997.8663522012575,3358.746008708273,726.4109820996613,0.0,0.0,0.0,2017-10-07,PPH,2913870
20171009T110951_20171009T111500_T30TVT,5153.881107885826,16.0104015481374,3649.180091920659,2372.405902273827,4861.909530720852,4526.739114658925,4707.358369617802,4674.7187953555895,5020.50084663764,5309.111877116595,4882.9143686502175,5470.527576197387,1299.920899854862,0.0,0.0,1024.0,2017-10-09,PPH,2913870
20171009T110951_20171009T111500_T30UVU,5155.9949201741665,16.0104015481374,3649.0247943880026,2372.213352685051,4861.954281567489,4526.877358490566,4707.431543299466,4674.564102564104,5020.41618287373,5309.115505563618,4882.863328495403,5470.482583454283,1299.458151910982,0.0,0.0,1024.0,2017-10-09,PPH,2913870
20171019T111051_20171019T111235_T30TVT,2749.066158684083,175.4577890662797,1145.7007740686988,991.5296323173683,2469.8805031446545,2174.370222544752,2087.268988872763,2199.0927672955972,2611.184083212385,2784.7820512820517,2701.5453555878075,2883.934325108854,1420.7456458635702,0.0,0.0,2048.0,2017-10-19,PPH,2913870
20171019T111051_20171019T111235_T30UVU,2749.542936623125,175.4577890662797,1145.6699322689892,991.5368892114178,2469.9060232220613,2174.427068214805,2087.3306724721824,2199.0980890179003,2611.181664247702,2784.750241896468,2701.4871794871783,2883.954644412192,1421.1722302854375,0.0,0.0,2048.0,2017-10-19,PPH,2913870
20171022T112121_20171022T112118_T30TVT,1503.2438316400583,13.068577648766324,1570.411707789066,678.9804063860668,1141.3263183357521,931.6412675374938,583.0927672955976,985.450895016933,2558.602201257862,3189.2093613933234,3093.2185534591185,3551.304547653604,781.4250120948234,0.0,0.0,0.0,2017-10-22,PPH,2913870
20171022T112121_20171022T112118_T30UVU,1502.4471456216738,13.068577648766324,1570.5602322206094,678.9908079342042,1141.3186985970003,931.4819787131108,583.1323173681666,985.48427672956,2558.950169327529,3189.4163038219644,3093.177068214804,3551.028664731495,782.5963957426225,0.0,0.0,0.0,2017-10-22,PPH,2913870
20171024T111109_20171024T111311_T30TVT,2684.9454523463965,310.9609337203677,2208.7784228350265,1813.7319787131107,2255.0875665215276,1975.1231253023707,1845.571843251088,1983.4824625060476,2549.6464683115637,2858.1330430575717,2666.3474842767296,3027.2323415578135,979.8350266086117,0.0,0.0,2048.0,2017-10-24,PPH,2913870
20171024T111109_20171024T111311_T30UVU,2684.0241896468315,310.9609337203677,2208.7143202709244,1813.8209966134493,2255.1712626995636,1975.112481857765,1845.4453313981614,1983.424649250121,2549.740807934205,2857.9700048379295,2666.3033381712626,3027.3422835026618,979.4939525882922,0.0,0.0,2048.0,2017-10-24,PPH,2913870
20171027T112139_20171027T112551_T30TVT,3142.756894049347,95.04813739719398,3022.116352201257,2609.290638606676,2862.21419932269,2561.7235123367195,2518.11175616836,2590.6608611514275,3088.4977019835515,3424.9720609579113,3213.9159409772633,3611.9817368166437,889.1923076923078,0.0,0.0,1024.0,2017-10-27,PPH,2913870
20171027T112139_20171027T112551_T30UVU,3144.214562167391,95.04813739719398,3022.2867682631827,2609.3552249637155,2862.21419932269,2561.807692307692,2518.18045476536,2590.8494194484774,3088.5611998064824,3425.335631349784,3214.161949685536,3612.3522012578615,889.1163522012579,0.0,0.0,1024.0,2017-10-27,PPH,2913870
20171029T111201_20171029T111156_T30TVT,6761.957668118047,24.218432510885343,4356.514997581034,2830.230769230769,6552.640058055153,6067.140299951619,6437.7385099177545,6489.1005079825845,6674.4154571843255,6885.998911465893,6557.59337203677,6979.928156748909,2680.747943880019,0.0,0.0,1024.0,2017-10-29,PPH,2913870
20171029T111201_20171029T111156_T30UVU,6762.825834542816,24.218432510885343,4356.51862602806,2830.324987905177,6552.582486695694,6067.272496371552,6437.750725689404,6488.924165457188,6674.550314465409,6885.603168843735,6557.67077890663,6979.58297048863,2680.7675374939517,0.0,0.0,1024.0,2017-10-29,PPH,2913870
20171101T112221_20171101T112217_T30TVT,2923.9208998548615,1111.757740686986,2089.0211659409774,1678.870585389454,2541.717343976778,2271.772617319787,2174.3577648766322,2473.8693759071107,3305.5142718916286,3656.2531446540884,3541.8606676342533,3862.95198355104,2258.9765360425736,0.0,0.0,1024.0,2017-11-01,PPH,2913870
20171101T112221_20171101T112217_T30UVU,2923.9146105466857,1111.7481857764878,2088.972423802613,1678.8089017900345,2541.7507256894055,2271.8178519593607,2174.3577648766322,2473.8491775520074,3305.3530478955,3656.3104741170773,3541.757498790518,3862.9886308659898,2258.976052249637,0.0,0.0,1024.0,2017-11-01,PPH,2913870
20171103T111209_20171103T111458_T30TVT,1997.3142235123366,171.2137155297533,1965.4036042573778,1272.2011369134011,1488.6221577164974,1221.5598693759064,969.082486695694,1304.5741412675375,2564.491896468312,3162.2054910498314,2867.7135945815194,3510.2880986937594,833.9918964683117,0.0,0.0,2048.0,2017-11-03,PPH,2913870
20171103T111209_20171103T111458_T30UVU,1996.5603531688444,171.2137155297533,1965.482583454282,1272.2664489598453,1488.5153604257378,1221.5445089501684,968.9915336236089,1304.708877600387,2564.3467585873245,3161.7439525882933,2867.4546444121916,3509.961780358007,833.9466618287377,0.0,0.0,2048.0,2017-11-03,PPH,2913870
20171106T112229_20171106T112232_T30TVT,1462.4598451862607,10.84760522496372,1442.475084663764,724.8336961780359,1096.027334300919,913.4569424286409,591.1440493468796,965.5162070633771,2361.826197387518,2974.5345911949676,2923.700532172231,3341.140662796324,724.7415336236091,0.0,0.0,0.0,2017-11-06,PPH,2913870
20171106T112229_20171106T112232_T30UVU,1462.4598451862607,10.84760522496372,1442.5064102564104,725.081519109821,1096.1188921141747,913.5518867924533,591.2005321722304,965.5908321238512,2362.1246976294146,2974.8345428156745,2924.2308901790025,3341.9346879535565,725.2694726656994,0.0,0.0,0.0,2017-11-06,PPH,2913870
20171108T111251_20171108T111250_T30TVT,1542.3134978229316,14.666908563134983,1465.7518142235124,658.517779390421,1117.6257861635222,898.8906627963235,557.4864537977745,966.1314707305273,2533.797774552491,3086.9124334784706,3022.833575229802,3423.395016932753,985.8826802128689,0.0,0.0,0.0,2017-11-08,PPH,2913870
20171108T111251_20171108T111250_T30UVU,1542.1295355587804,14.661586840832127,1465.8901790033863,658.5341074020322,1117.5637397194005,898.8935655539432,557.4700048379294,966.1162312530239,2533.247943880019,3086.8613933236566,3023.7393565553944,3422.309869375907,985.2186744073538,0.0,0.0,0.0,2017-11-08,PPH,2913870
20171111T112311_20171111T112534_T30TVT,6202.305515239478,49.16122399612968,4185.625060474117,2728.9095307208518,5994.735486211901,5583.181059506532,6012.304184808903,5873.455249153361,6171.425616835993,6577.158925979682,5878.861272375422,6802.290033865507,1505.716497339139,0.0,0.0,1024.0,2017-11-11,PPH,2913870
20171111T112311_20171111T112534_T30UVU,6203.205007256895,49.16122399612968,4185.478471214322,2728.947508466377,5994.788582486695,5583.1612239961305,6012.40832123851,5873.484034833091,6171.443759071118,6577.0475326560245,5878.839985486211,6802.116956942429,1505.8030962747948,0.0,0.0,1024.0,2017-11-11,PPH,2913870
20171113T111309_20171113T111303_T30TVT,1552.2727382680214,14.814102564102566,1501.983913884858,676.3678035800675,1144.2179487179487,925.9300919206581,566.4454523463957,949.3155539429122,2392.470972423803,2996.2069424286406,2963.1014755684564,3361.821480406387,957.9788340590229,0.0,0.0,0.0,2017-11-13,PPH,2913870
20171113T111309_20171113T111303_T30UVU,1552.2727382680214,14.814102564102566,1502.009675858733,676.5850266086115,1144.2738268021287,925.8998548621191,566.5397919690372,949.2192791485244,2391.4726656990815,2996.2264150943392,2963.4587566521527,3362.6254233188197,958.3473633284956,0.0,0.0,0.0,2017-11-13,PPH,2913870
20171116T112319_20171116T112715_T30TVT,4466.402878567973,219.50943396226413,3097.753386550557,2386.5452346395746,4342.497339138849,3897.1341315916793,4027.753144654089,4107.742501209484,4272.66993226899,4400.970609579102,4364.268626028061,4491.7342767295595,2426.786042573777,0.0,0.0,1024.0,2017-11-16,PPH,2913870
20171116T112319_20171116T112715_T30UVU,4465.876390904691,219.60522496371547,3097.7750362844704,2386.5434204160624,4342.506894049347,3897.12832607644,4027.7767295597505,4107.825834542816,4272.691098209966,4401.024068698598,4364.369738751814,4491.785437832607,2428.549467827769,0.0,0.0,1024.0,2017-11-16,PPH,2913870
20171118T111341_20171118T111633_T30TVT,1939.1301402999516,208.17307692307688,1532.8669569424287,827.7932994678281,1518.1127237542332,1253.7631833575233,965.135703918723,1321.5886550556365,2573.64525882922,3049.582607643928,2950.1538461538466,3385.7715287856795,943.3707063376876,0.0,0.0,2048.0,2017-11-18,PPH,2913870
20171118T111341_20171118T111633_T30UVU,1939.1301402999516,208.17307692307688,1532.817851959362,827.7672955974847,1518.076076439284,1253.7804789550073,965.135703918723,1321.6429608127723,2573.5099177551997,3049.509192065795,2950.4079583938083,3385.5864779874214,943.5864779874214,0.0,0.0,2048.0,2017-11-18,PPH,2913870
20171121T112351_20171121T112352_T30TVT,5723.017053701017,1242.7547169811323,3769.4044508950165,3469.804305757136,5553.930817610063,5088.759071117562,5399.8003144654085,5521.573778422836,5759.810474117079,5956.840832123851,5719.224117077892,6068.518505079826,3308.311320754716,0.0,0.0,1024.0,2017-11-21,PPH,2913870
20171121T112351_20171121T112352_T30UVU,5723.077164973392,1242.7556845670056,3769.3938074504113,3469.7836236090943,5553.807208514755,5088.730648282534,5399.877721335268,5521.564949201742,5759.859941944847,5956.870948234156,5719.195936139334,6068.4851233672,3308.083212385098,0.0,0.0,1024.0,2017-11-21,PPH,2913870
20171123T111349_20171123T111629_T30TVT,1741.906265118529,11.58768746976294,725.300314465409,378.7402031930334,1259.0414852443157,884.7173439767785,578.8581277213352,714.3817126269959,1307.4365021770682,1563.0436623125302,1486.4453313981617,1682.0290275761972,383.5616835994194,0.0,0.0,0.0,2017-11-23,PPH,2913870
